kind,amount,dt,msg,fee,category
Salg,4000,22.03.2019 20:01,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:03,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:03,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:04,,60,Jubilæumsfest
Salg,1500,22.03.2019 20:05,,60,Jubilæumsfest
Salg,2000,22.03.2019 20:06,,60,Jubilæumsfest
Salg,4200,22.03.2019 20:07,,60,Jubilæumsfest
Salg,1000,22.03.2019 20:07,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:09,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:09,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:10,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:14,Drink,60,Jubilæumsfest
Salg,1400,22.03.2019 20:14,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:15,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:18,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:20,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:21,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:22,,60,Jubilæumsfest
Salg,7800,22.03.2019 20:26,,60,Jubilæumsfest
Salg,4500,22.03.2019 20:28,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:28,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:28,,60,Jubilæumsfest
Salg,4500,22.03.2019 20:29,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:32,,60,Jubilæumsfest
Salg,3500,22.03.2019 20:33,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:34,,60,Jubilæumsfest
Salg,2000,22.03.2019 20:34,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:37,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:38,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:39,,60,Jubilæumsfest
Salg,2000,22.03.2019 20:39,,60,Jubilæumsfest
Salg,7500,22.03.2019 20:41,,60,Jubilæumsfest
Salg,2000,22.03.2019 20:42,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:44,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:45,,60,Jubilæumsfest
Salg,5000,22.03.2019 20:45,,60,Jubilæumsfest
Salg,5600,22.03.2019 20:46,,60,Jubilæumsfest
Salg,2000,22.03.2019 20:47,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:48,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:51,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:55,,60,Jubilæumsfest
Salg,2000,22.03.2019 20:55,,60,Jubilæumsfest
Salg,1500,22.03.2019 20:56,,60,Jubilæumsfest
Salg,2500,22.03.2019 20:57,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:58,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:58,,60,Jubilæumsfest
Salg,1400,22.03.2019 20:58,,60,Jubilæumsfest
Salg,2800,22.03.2019 20:59,Øl,60,Jubilæumsfest
Salg,2800,22.03.2019 21:00,,60,Jubilæumsfest
Salg,3000,22.03.2019 21:03,,60,Jubilæumsfest
Salg,2800,22.03.2019 21:03,,60,Jubilæumsfest
Salg,2500,22.03.2019 21:05,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:07,,60,Jubilæumsfest
Salg,200,22.03.2019 21:07,,60,Jubilæumsfest
Salg,2800,22.03.2019 21:08,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:09,,60,Jubilæumsfest
Salg,2900,22.03.2019 21:11,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:15,Øl,60,Jubilæumsfest
Salg,1400,22.03.2019 21:16,,60,Jubilæumsfest
Salg,2500,22.03.2019 21:17,,60,Jubilæumsfest
Salg,2900,22.03.2019 21:17,,60,Jubilæumsfest
Salg,1800,22.03.2019 21:19,,60,Jubilæumsfest
Salg,2800,22.03.2019 21:19,,60,Jubilæumsfest
Salg,1000,22.03.2019 21:19,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:23,,60,Jubilæumsfest
Salg,2000,22.03.2019 21:25,,60,Jubilæumsfest
Salg,2000,22.03.2019 21:26,,60,Jubilæumsfest
Salg,5000,22.03.2019 21:27,,60,Jubilæumsfest
Salg,5000,22.03.2019 21:27,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:29,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:29,,60,Jubilæumsfest
Salg,9000,22.03.2019 21:30,,60,Jubilæumsfest
Salg,4200,22.03.2019 21:33,,60,Jubilæumsfest
Salg,9000,22.03.2019 21:33,,60,Jubilæumsfest
Salg,2500,22.03.2019 21:34,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:34,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:35,,60,Jubilæumsfest
Salg,3000,22.03.2019 21:37,,60,Jubilæumsfest
Salg,2800,22.03.2019 21:38,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:38,Øl,60,Jubilæumsfest
Salg,1500,22.03.2019 21:38,,60,Jubilæumsfest
Salg,2800,22.03.2019 21:39,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:40,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:41,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:41,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:41,,60,Jubilæumsfest
Salg,2500,22.03.2019 21:42,,60,Jubilæumsfest
Salg,9000,22.03.2019 21:42,,60,Jubilæumsfest
Salg,2800,22.03.2019 21:43,Øl,60,Jubilæumsfest
Salg,1400,22.03.2019 21:43,,60,Jubilæumsfest
Salg,2500,22.03.2019 21:43,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:46,,60,Jubilæumsfest
Salg,2000,22.03.2019 21:49,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:52,,60,Jubilæumsfest
Salg,5000,22.03.2019 21:57,,60,Jubilæumsfest
Salg,600,22.03.2019 21:58,,60,Jubilæumsfest
Salg,2000,22.03.2019 21:59,,60,Jubilæumsfest
Salg,1400,22.03.2019 21:59,,60,Jubilæumsfest
Salg,1000,22.03.2019 22:05,,60,Jubilæumsfest
Salg,1000,22.03.2019 22:05,,60,Jubilæumsfest
Salg,7600,22.03.2019 22:08,,60,Jubilæumsfest
Salg,3000,22.03.2019 22:09,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:10,,60,Jubilæumsfest
Salg,1500,22.03.2019 22:10,,60,Jubilæumsfest
Salg,3000,22.03.2019 22:14,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:15,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:17,,60,Jubilæumsfest
Salg,2500,22.03.2019 22:17,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:19,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:20,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:24,,60,Jubilæumsfest
Salg,2800,22.03.2019 22:28,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:32,Øl,60,Jubilæumsfest
Salg,2800,22.03.2019 22:32,,60,Jubilæumsfest
Salg,2800,22.03.2019 22:32,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:36,,60,Jubilæumsfest
Salg,2000,22.03.2019 22:37,,60,Jubilæumsfest
Salg,2500,22.03.2019 22:38,,60,Jubilæumsfest
Salg,2500,22.03.2019 22:39,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:40,,60,Jubilæumsfest
Salg,2800,22.03.2019 22:44,,60,Jubilæumsfest
Salg,2500,22.03.2019 22:46,,60,Jubilæumsfest
Salg,1400,22.03.2019 22:47,,60,Jubilæumsfest
Salg,1200,22.03.2019 22:50,,60,Jubilæumsfest
Salg,5000,22.03.2019 22:51,,60,Jubilæumsfest
Salg,4200,22.03.2019 22:53,,60,Jubilæumsfest
Salg,2500,22.03.2019 22:53,,60,Jubilæumsfest
Salg,4000,22.03.2019 22:54,,60,Jubilæumsfest
Salg,2500,22.03.2019 22:55,,60,Jubilæumsfest
Salg,4200,22.03.2019 22:57,3 øl,60,Jubilæumsfest
Salg,12500,22.03.2019 22:58,,60,Jubilæumsfest
Salg,2500,22.03.2019 23:04,,60,Jubilæumsfest
Salg,1400,22.03.2019 23:08,,60,Jubilæumsfest
Salg,1400,22.03.2019 23:09,,60,Jubilæumsfest
Salg,2500,22.03.2019 23:13,,60,Jubilæumsfest
Salg,2000,22.03.2019 23:16,,60,Jubilæumsfest
Salg,2500,22.03.2019 23:21,,60,Jubilæumsfest
Salg,1500,22.03.2019 23:23,,60,Jubilæumsfest
Salg,3000,22.03.2019 23:24,,60,Jubilæumsfest
Salg,2800,22.03.2019 23:29,,60,Jubilæumsfest
Salg,2800,22.03.2019 23:30,,60,Jubilæumsfest
Salg,2800,22.03.2019 23:30,Øl,60,Jubilæumsfest
Salg,1400,22.03.2019 23:31,Øl,60,Jubilæumsfest
Salg,1000,22.03.2019 23:35,,60,Jubilæumsfest
Salg,4000,22.03.2019 23:37,,60,Jubilæumsfest
Salg,2800,22.03.2019 23:38,,60,Jubilæumsfest
Salg,5000,22.03.2019 23:38,,60,Jubilæumsfest
Salg,1400,22.03.2019 23:42,,60,Jubilæumsfest
Salg,2800,22.03.2019 23:49,,60,Jubilæumsfest
Salg,2800,22.03.2019 23:50,,60,Jubilæumsfest
Salg,4200,22.03.2019 23:52,,60,Jubilæumsfest
Salg,1400,22.03.2019 23:52,,60,Jubilæumsfest
Salg,1400,22.03.2019 23:52,,60,Jubilæumsfest
Salg,2900,22.03.2019 23:53,,60,Jubilæumsfest
Salg,4200,22.03.2019 23:53,,60,Jubilæumsfest
Salg,1400,22.03.2019 23:54,,60,Jubilæumsfest
Salg,1500,23.03.2019 00:01,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:02,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:09,Øl,60,Jubilæumsfest
Salg,2800,23.03.2019 00:12,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:16,,60,Jubilæumsfest
Salg,1500,23.03.2019 00:20,,60,Jubilæumsfest
Salg,4200,23.03.2019 00:20,,60,Jubilæumsfest
Salg,2800,23.03.2019 00:22,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:24,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:24,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:24,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:25,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:25,,60,Jubilæumsfest
Salg,4800,23.03.2019 00:25,,60,Jubilæumsfest
Salg,2500,23.03.2019 00:25,,60,Jubilæumsfest
Salg,5000,23.03.2019 00:29,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:31,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:32,,60,Jubilæumsfest
Salg,5000,23.03.2019 00:34,,60,Jubilæumsfest
Salg,5000,23.03.2019 00:34,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:36,,60,Jubilæumsfest
Salg,2800,23.03.2019 00:37,,60,Jubilæumsfest
Salg,2500,23.03.2019 00:38,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:38,,60,Jubilæumsfest
Salg,2800,23.03.2019 00:41,,60,Jubilæumsfest
Salg,2500,23.03.2019 00:41,,60,Jubilæumsfest
Salg,3000,23.03.2019 00:43,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:44,,60,Jubilæumsfest
Salg,3900,23.03.2019 00:46,,60,Jubilæumsfest
Salg,1500,23.03.2019 00:46,,60,Jubilæumsfest
Salg,1500,23.03.2019 00:46,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:47,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:48,,60,Jubilæumsfest
Salg,1500,23.03.2019 00:48,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:49,,60,Jubilæumsfest
Salg,2800,23.03.2019 00:50,,60,Jubilæumsfest
Salg,2800,23.03.2019 00:51,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:56,,60,Jubilæumsfest
Salg,2400,23.03.2019 00:56,,60,Jubilæumsfest
Salg,1400,23.03.2019 00:57,,60,Jubilæumsfest
Salg,2800,23.03.2019 00:59,,60,Jubilæumsfest
Gebyr,-18300,23.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,735000,23.03.2019 00:59,Udbetaling til konto,18300,Overførsel
Salg,2800,23.03.2019 01:00,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:00,,60,Jubilæumsfest
Salg,1600,23.03.2019 01:01,,60,Jubilæumsfest
Salg,1500,23.03.2019 01:01,,60,Jubilæumsfest
Salg,1000,23.03.2019 01:04,,60,Jubilæumsfest
Salg,1500,23.03.2019 01:04,,60,Jubilæumsfest
Salg,4400,23.03.2019 01:04,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:06,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:09,,60,Jubilæumsfest
Salg,1500,23.03.2019 01:12,,60,Jubilæumsfest
Salg,9000,23.03.2019 01:15,,60,Jubilæumsfest
Salg,2800,23.03.2019 01:16,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:16,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:18,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:21,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:21,,60,Jubilæumsfest
Salg,4200,23.03.2019 01:21,,60,Jubilæumsfest
Salg,7500,23.03.2019 01:22,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:23,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:23,,60,Jubilæumsfest
Salg,7800,23.03.2019 01:31,,60,Jubilæumsfest
Salg,4000,23.03.2019 01:34,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:34,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:35,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:36,,60,Jubilæumsfest
Salg,2500,23.03.2019 01:39,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:41,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:42,,60,Jubilæumsfest
Salg,8400,23.03.2019 01:44,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:45,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:46,,60,Jubilæumsfest
Salg,2500,23.03.2019 01:46,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:47,,60,Jubilæumsfest
Salg,2800,23.03.2019 01:48,,60,Jubilæumsfest
Salg,5200,23.03.2019 01:51,,60,Jubilæumsfest
Salg,2800,23.03.2019 01:52,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:56,,60,Jubilæumsfest
Salg,1400,23.03.2019 01:56,,60,Jubilæumsfest
Salg,2500,23.03.2019 01:57,,60,Jubilæumsfest
Salg,2800,23.03.2019 01:58,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:00,,60,Jubilæumsfest
Salg,2500,23.03.2019 02:00,,60,Jubilæumsfest
Salg,2500,23.03.2019 02:03,,60,Jubilæumsfest
Salg,2500,23.03.2019 02:03,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:03,,60,Jubilæumsfest
Salg,2500,23.03.2019 02:04,,60,Jubilæumsfest
Salg,2000,23.03.2019 02:11,,60,Jubilæumsfest
Salg,2500,23.03.2019 02:11,,60,Jubilæumsfest
Salg,5600,23.03.2019 02:14,,60,Jubilæumsfest
Salg,4200,23.03.2019 02:16,,60,Jubilæumsfest
Salg,4200,23.03.2019 02:16,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:20,,60,Jubilæumsfest
Salg,1000,23.03.2019 02:21,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:21,,60,Jubilæumsfest
Salg,2400,23.03.2019 02:24,,60,Jubilæumsfest
Salg,7000,23.03.2019 02:28,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:29,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:31,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:33,,60,Jubilæumsfest
Salg,2800,23.03.2019 02:40,,60,Jubilæumsfest
Salg,2800,23.03.2019 02:41,,60,Jubilæumsfest
Salg,4400,23.03.2019 02:44,,60,Jubilæumsfest
Salg,5000,23.03.2019 02:45,,60,Jubilæumsfest
Salg,1500,23.03.2019 02:46,,60,Jubilæumsfest
Salg,1400,23.03.2019 02:50,,60,Jubilæumsfest
Salg,7000,23.03.2019 02:56,,60,Jubilæumsfest
Salg,2800,23.03.2019 02:57,,60,Jubilæumsfest
Salg,2800,23.03.2019 03:09,Øl,60,Jubilæumsfest
Salg,1400,23.03.2019 03:10,,60,Jubilæumsfest
Salg,1400,23.03.2019 03:15,,60,Jubilæumsfest
Salg,2400,23.03.2019 03:20,,60,Jubilæumsfest
Gebyr,-4260,24.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,185840,24.03.2019 00:59,Udbetaling til konto,4260,Overførsel
Salg,2500,24.03.2019 14:38,,60,Buffet
Gebyr,-60,25.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,2440,25.03.2019 00:59,Udbetaling til konto,60,Overførsel
Salg,1000,25.03.2019 12:11,,60,Buffet
Salg,800,25.03.2019 13:21,,60,Buffet
Salg,1600,25.03.2019 15:00,,60,Buffet
Salg,800,25.03.2019 16:12,,60,Buffet
Salg,400,25.03.2019 16:15,,60,Buffet
Salg,1600,25.03.2019 16:49,,60,Buffet
Salg,800,25.03.2019 16:58,,60,Buffet
Salg,800,25.03.2019 17:11,Elsker kantinen \ud83d\ude0d,60,Buffet
Salg,1300,25.03.2019 17:50,,60,Buffet
Salg,1800,25.03.2019 18:38,,60,Buffet
Gebyr,-600,26.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,10300,26.03.2019 00:59,Udbetaling til konto,600,Overførsel
Salg,400,26.03.2019 11:13,,60,Buffet
Salg,800,26.03.2019 12:08,,60,Buffet
Salg,800,26.03.2019 12:17,,60,Buffet
Salg,1300,26.03.2019 12:24,,60,Buffet
Salg,800,26.03.2019 13:19,,60,Buffet
Salg,800,26.03.2019 13:20,,60,Buffet
Salg,500,26.03.2019 13:24,,60,Buffet
Salg,700,26.03.2019 13:50,,60,Buffet
Salg,1500,26.03.2019 14:57,,60,Buffet
Salg,1500,26.03.2019 14:57,,60,Buffet
Salg,500,26.03.2019 16:02,,60,Buffet
Salg,1000,26.03.2019 16:03,,60,Buffet
Salg,400,26.03.2019 16:03,,60,Buffet
Salg,1200,26.03.2019 18:07,,60,Buffet
Salg,400,26.03.2019 18:36,,60,Buffet
Gebyr,-900,27.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,11700,27.03.2019 00:59,Udbetaling til konto,900,Overførsel
Salg,1000,27.03.2019 11:12,,60,Buffet
Salg,1500,27.03.2019 11:15,,60,Buffet
Salg,600,27.03.2019 13:12,,60,Buffet
Salg,1300,27.03.2019 13:19,,60,Buffet
Salg,300,27.03.2019 13:21,,60,Buffet
Salg,1300,27.03.2019 13:35,,60,Buffet
Salg,2100,27.03.2019 13:54,,60,Buffet
Salg,800,27.03.2019 15:20,,60,Buffet
Salg,600,27.03.2019 16:25,,60,Buffet
Salg,1000,27.03.2019 16:25,,60,Buffet
Salg,800,27.03.2019 16:26,,60,Buffet
Salg,1600,27.03.2019 17:10,Kinder,60,Buffet
Salg,1300,27.03.2019 18:01,,60,Buffet
Salg,400,27.03.2019 18:18,Frugt,60,Buffet
Salg,1400,27.03.2019 18:22,,60,Buffet
Salg,600,27.03.2019 22:14,,60,Buffet
Gebyr,-960,28.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,15640,28.03.2019 00:59,Udbetaling til konto,960,Overførsel
Salg,1300,28.03.2019 10:14,,60,Buffet
Salg,600,28.03.2019 11:39,,60,Buffet
Salg,1400,28.03.2019 12:29,,60,Buffet
Salg,1400,28.03.2019 12:31,Sodavand - Faxe,60,Øl & Vand
Salg,400,28.03.2019 12:51,,60,Buffet
Salg,1300,28.03.2019 16:23,,60,Buffet
Salg,1500,28.03.2019 17:07,,60,Buffet
Salg,600,28.03.2019 17:49,,60,Buffet
Salg,800,28.03.2019 20:06,,60,Buffet
Salg,1000,28.03.2019 22:14,,60,Buffet
Gebyr,-600,29.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,9700,29.03.2019 00:59,Udbetaling til konto,600,Overførsel
Salg,1100,29.03.2019 05:32,,60,Buffet
Salg,1300,29.03.2019 10:20,,60,Buffet
Salg,1300,29.03.2019 10:38,,60,Buffet
Salg,1300,29.03.2019 13:44,,60,Buffet
Salg,300,29.03.2019 16:39,,60,Buffet
Salg,600,29.03.2019 16:44,,60,Buffet
Salg,500,29.03.2019 21:13,Tåst,60,Buffet
Gebyr,-420,30.03.2019 00:59,Gebyr,,Gebyrer
Overførsel,5980,30.03.2019 00:59,Udbetaling til konto,420,Overførsel
Salg,1500,31.03.2019 17:54,,60,Buffet
Salg,500,31.03.2019 18:27,,60,Buffet
Gebyr,-120,31.03.2019 23:59,Gebyr,,Gebyrer
Overførsel,1880,31.03.2019 23:59,Udbetaling til konto,120,Overførsel
